資料年月,縣市,燃料別,車種類別,數量
201808,臺北市,柴油(油電),小客車,0
201808,臺北市,柴油(油電),小貨車,1
201808,臺北市,柴油(油電),特種車,0
201808,臺北市,柴油(油電),機車重型,0
201808,臺北市,柴油(油電),機車輕型,0
201808,臺北市,柴油/電能,大客車,0
201808,臺北市,柴油/電能,大貨車,1
201808,臺北市,柴油/電能,小客車,0
201808,臺北市,柴油/電能,小貨車,0
201808,臺北市,柴油/電能,特種車,0
201808,臺北市,柴油/電能,機車重型,0
201808,臺北市,柴油/電能,機車輕型,0
201808,臺北市,液化石油氣,大客車,0
201808,臺北市,液化石油氣,大貨車,0
201808,臺北市,液化石油氣,小客車,0
201808,臺北市,液化石油氣,小貨車,0
201808,臺北市,液化石油氣,特種車,0
201808,臺北市,液化石油氣,機車重型,0
201808,臺北市,液化石油氣,機車輕型,0
201808,臺北市,電能,大客車,0
201808,臺北市,電能,大貨車,0
201808,臺北市,電能,小客車,35
201808,臺北市,電能,小貨車,0
201808,臺北市,電能,特種車,0
201808,臺北市,電能,機車重型,359
201808,臺北市,電能,機車輕型,538
201808,臺北市,電能(增程),大客車,0
201808,臺北市,電能(增程),大貨車,0
201808,臺北市,電能(增程),小客車,0
201808,臺北市,電能(增程),小貨車,0
201808,臺北市,電能(增程),特種車,0
201808,臺北市,電能(增程),機車重型,0
201808,臺北市,電能(增程),機車輕型,0
201808,臺北市,電能/汽油,大客車,0
201808,臺北市,電能/汽油,大貨車,0
201808,臺北市,電能/汽油,小客車,4
201808,臺北市,電能/汽油,小貨車,0
201808,臺北市,電能/汽油,特種車,0
201808,臺北市,電能/汽油,機車重型,0
201808,臺北市,電能/汽油,機車輕型,0
201808,臺北市,電能/柴油,大客車,0
201808,臺北市,電能/柴油,大貨車,0
201808,臺北市,電能/柴油,小客車,0
201808,臺北市,電能/柴油,小貨車,0
201808,臺北市,電能/柴油,特種車,0
201808,臺北市,電能/柴油,機車重型,0
201808,臺北市,電能/柴油,機車輕型,0
201808,臺北市,總計,大客車,37
201808,臺北市,總計,大貨車,60
201808,臺北市,總計,小客車,3861
201808,臺北市,總計,小貨車,482
201808,臺北市,總計,特種車,119
201808,臺北市,總計,機車重型,4895
201808,臺北市,總計,機車輕型,538
201809,臺北市,汽油,大客車,0
201809,臺北市,汽油,大貨車,0
201809,臺北市,汽油,小客車,4187
201809,臺北市,汽油,小貨車,523
201809,臺北市,汽油,特種車,9
201809,臺北市,汽油,機車重型,4207
201809,臺北市,汽油,機車輕型,1
201809,臺北市,汽油(油電),大客車,0
201809,臺北市,汽油(油電),大貨車,0
201809,臺北市,汽油(油電),小客車,79
201809,臺北市,汽油(油電),小貨車,0
201809,臺北市,汽油(油電),特種車,0
201809,臺北市,汽油(油電),機車重型,0
201809,臺北市,汽油(油電),機車輕型,0
201809,臺北市,汽油/LPG,大客車,0
201809,臺北市,汽油/LPG,大貨車,0
201809,臺北市,汽油/LPG,小客車,0
201809,臺北市,汽油/LPG,小貨車,0
201809,臺北市,汽油/LPG,特種車,0
201809,臺北市,汽油/LPG,機車重型,0
201809,臺北市,汽油/LPG,機車輕型,0
201809,臺北市,汽油/電能,大客車,0
201809,臺北市,汽油/電能,大貨車,0
201809,臺北市,汽油/電能,小客車,45
201809,臺北市,汽油/電能,小貨車,0
201809,臺北市,汽油/電能,特種車,0
201809,臺北市,汽油/電能,機車重型,0
201809,臺北市,汽油/電能,機車輕型,0
201809,臺北市,柴油,大客車,38
201809,臺北市,柴油,大貨車,59
201809,臺北市,柴油,小客車,283
201809,臺北市,柴油,小貨車,297
201809,臺北市,柴油,特種車,10
201809,臺北市,柴油,機車重型,0
201809,臺北市,柴油,機車輕型,0
201809,臺北市,柴油(油電),大客車,0
201809,臺北市,柴油(油電),大貨車,0
201809,臺北市,柴油(油電),小客車,0
201809,臺北市,柴油(油電),小貨車,0
201809,臺北市,柴油(油電),特種車,0
201809,臺北市,柴油(油電),機車重型,0
201809,臺北市,柴油(油電),機車輕型,0
201809,臺北市,柴油/電能,大客車,0
201809,臺北市,柴油/電能,大貨車,0
201809,臺北市,柴油/電能,小客車,0
201809,臺北市,柴油/電能,小貨車,0
201809,臺北市,柴油/電能,特種車,0
201809,臺北市,柴油/電能,機車重型,0
201809,臺北市,柴油/電能,機車輕型,0
201809,臺北市,液化石油氣,大客車,0
201809,臺北市,液化石油氣,大貨車,0
201809,臺北市,液化石油氣,小客車,0
201809,臺北市,液化石油氣,小貨車,0
201809,臺北市,液化石油氣,特種車,0
201809,臺北市,液化石油氣,機車重型,0
201809,臺北市,液化石油氣,機車輕型,0
201809,臺北市,電能,大客車,0
201809,臺北市,電能,大貨車,0
201809,臺北市,電能,小客車,56
201809,臺北市,電能,小貨車,0
201809,臺北市,電能,特種車,0
201809,臺北市,電能,機車重型,495
201809,臺北市,電能,機車輕型,29
201809,臺北市,電能(增程),大客車,0
201809,臺北市,電能(增程),大貨車,0
201809,臺北市,電能(增程),小客車,0
201809,臺北市,電能(增程),小貨車,0
201809,臺北市,電能(增程),特種車,0
201809,臺北市,電能(增程),機車重型,0
201809,臺北市,電能(增程),機車輕型,0
201809,臺北市,電能/汽油,大客車,0
201809,臺北市,電能/汽油,大貨車,0
201809,臺北市,電能/汽油,小客車,8
201809,臺北市,電能/汽油,小貨車,0
201809,臺北市,電能/汽油,特種車,0
201809,臺北市,電能/汽油,機車重型,0
201809,臺北市,電能/汽油,機車輕型,0
201809,臺北市,電能/柴油,大客車,0
201809,臺北市,電能/柴油,大貨車,0
201809,臺北市,電能/柴油,小客車,0
201809,臺北市,電能/柴油,小貨車,0
201809,臺北市,電能/柴油,特種車,0
201809,臺北市,電能/柴油,機車重型,0
201809,臺北市,電能/柴油,機車輕型,0
201809,臺北市,總計,大客車,38
201809,臺北市,總計,大貨車,59
201809,臺北市,總計,小客車,4658
201809,臺北市,總計,小貨車,820
201809,臺北市,總計,特種車,19
201809,臺北市,總計,機車重型,4702
201809,臺北市,總計,機車輕型,30
201810,臺北市,汽油,大客車,0
201810,臺北市,汽油,大貨車,0
201810,臺北市,汽油,小客車,4633
201810,臺北市,汽油,小貨車,312
201810,臺北市,汽油,特種車,103
201810,臺北市,汽油,機車重型,3756
201810,臺北市,汽油,機車輕型,0
201810,臺北市,汽油(油電),大客車,0
201810,臺北市,汽油(油電),大貨車,0
201810,臺北市,汽油(油電),小客車,147
201810,臺北市,汽油(油電),小貨車,0
201810,臺北市,汽油(油電),特種車,0
201810,臺北市,汽油(油電),機車重型,0
201810,臺北市,汽油(油電),機車輕型,0
201810,臺北市,汽油/LPG,大客車,0
201810,臺北市,汽油/LPG,大貨車,0
201810,臺北市,汽油/LPG,小客車,0
201810,臺北市,汽油/LPG,小貨車,0
201810,臺北市,汽油/LPG,特種車,0
201810,臺北市,汽油/LPG,機車重型,0
201810,臺北市,汽油/LPG,機車輕型,0
201810,臺北市,汽油/電能,大客車,0
201810,臺北市,汽油/電能,大貨車,0
201810,臺北市,汽油/電能,小客車,43
201810,臺北市,汽油/電能,小貨車,0
201810,臺北市,汽油/電能,特種車,0
201810,臺北市,汽油/電能,機車重型,0
201810,臺北市,汽油/電能,機車輕型,0
201810,臺北市,柴油,大客車,65
201810,臺北市,柴油,大貨車,37
201810,臺北市,柴油,小客車,214
201810,臺北市,柴油,小貨車,283
201810,臺北市,柴油,特種車,24
201810,臺北市,柴油,機車重型,0
201810,臺北市,柴油,機車輕型,0
201810,臺北市,柴油(油電),大客車,0
201810,臺北市,柴油(油電),大貨車,0
201810,臺北市,柴油(油電),小客車,0
201810,臺北市,柴油(油電),小貨車,0
201810,臺北市,柴油(油電),特種車,0
201810,臺北市,柴油(油電),機車重型,0
201810,臺北市,柴油(油電),機車輕型,0
201810,臺北市,柴油/電能,大客車,0
201810,臺北市,柴油/電能,大貨車,0
201810,臺北市,柴油/電能,小客車,0
201810,臺北市,柴油/電能,小貨車,0
201810,臺北市,柴油/電能,特種車,0
201810,臺北市,柴油/電能,機車重型,0
201810,臺北市,柴油/電能,機車輕型,0
201810,臺北市,液化石油氣,大客車,0
201810,臺北市,液化石油氣,大貨車,0
201810,臺北市,液化石油氣,小客車,0
201810,臺北市,液化石油氣,小貨車,0
201810,臺北市,液化石油氣,特種車,0
201810,臺北市,液化石油氣,機車重型,0
201810,臺北市,液化石油氣,機車輕型,0
201810,臺北市,電能,大客車,12
201810,臺北市,電能,大貨車,0
201810,臺北市,電能,小客車,9
201810,臺北市,電能,小貨車,0
201810,臺北市,電能,特種車,0
201810,臺北市,電能,機車重型,484
201810,臺北市,電能,機車輕型,276
201810,臺北市,電能(增程),大客車,0
201810,臺北市,電能(增程),大貨車,0
201810,臺北市,電能(增程),小客車,2
201810,臺北市,電能(增程),小貨車,0
201810,臺北市,電能(增程),特種車,0
201810,臺北市,電能(增程),機車重型,0
201810,臺北市,電能(增程),機車輕型,0
201810,臺北市,電能/汽油,大客車,0
201810,臺北市,電能/汽油,大貨車,0
201810,臺北市,電能/汽油,小客車,7
201810,臺北市,電能/汽油,小貨車,0
201810,臺北市,電能/汽油,特種車,0
201810,臺北市,電能/汽油,機車重型,0
201810,臺北市,電能/汽油,機車輕型,0
201810,臺北市,電能/柴油,大客車,0
201810,臺北市,電能/柴油,大貨車,0
201810,臺北市,電能/柴油,小客車,0
201810,臺北市,電能/柴油,小貨車,0
201810,臺北市,電能/柴油,特種車,0
201810,臺北市,電能/柴油,機車重型,0
201810,臺北市,電能/柴油,機車輕型,0
201810,臺北市,總計,大客車,77
201810,臺北市,總計,大貨車,37
201810,臺北市,總計,小客車,5055
201810,臺北市,總計,小貨車,595
201810,臺北市,總計,特種車,127
201810,臺北市,總計,機車重型,4240
201810,臺北市,總計,機車輕型,276
201811,臺北市,汽油,大客車,0
201811,臺北市,汽油,大貨車,0
201811,臺北市,汽油,小客車,5052
201811,臺北市,汽油,小貨車,377
201811,臺北市,汽油,特種車,27
201811,臺北市,汽油,機車重型,3281
201811,臺北市,汽油,機車輕型,0
201811,臺北市,汽油(油電),大客車,0
201811,臺北市,汽油(油電),大貨車,0
201811,臺北市,汽油(油電),小客車,216
201811,臺北市,汽油(油電),小貨車,0
201811,臺北市,汽油(油電),特種車,0
201811,臺北市,汽油(油電),機車重型,0
201811,臺北市,汽油(油電),機車輕型,0
201811,臺北市,汽油/LPG,大客車,0
201811,臺北市,汽油/LPG,大貨車,0
201811,臺北市,汽油/LPG,小客車,0
201811,臺北市,汽油/LPG,小貨車,0
201811,臺北市,汽油/LPG,特種車,0
201811,臺北市,汽油/LPG,機車重型,0
201811,臺北市,汽油/LPG,機車輕型,0
201811,臺北市,汽油/電能,大客車,0
201811,臺北市,汽油/電能,大貨車,0
201811,臺北市,汽油/電能,小客車,39
201811,臺北市,汽油/電能,小貨車,0
201811,臺北市,汽油/電能,特種車,2
201811,臺北市,汽油/電能,機車重型,0
201811,臺北市,汽油/電能,機車輕型,0
201811,臺北市,柴油,大客車,12
201811,臺北市,柴油,大貨車,36
201811,臺北市,柴油,小客車,188
201811,臺北市,柴油,小貨車,286
201811,臺北市,柴油,特種車,66
201811,臺北市,柴油,機車重型,0
201811,臺北市,柴油,機車輕型,0
201811,臺北市,柴油(油電),大客車,0
201811,臺北市,柴油(油電),大貨車,0
201811,臺北市,柴油(油電),小客車,0
201811,臺北市,柴油(油電),小貨車,0
201811,臺北市,柴油(油電),特種車,0
201811,臺北市,柴油(油電),機車重型,0
201811,臺北市,柴油(油電),機車輕型,0
201811,臺北市,柴油/電能,大客車,0
201811,臺北市,柴油/電能,大貨車,0
201811,臺北市,柴油/電能,小客車,0
201811,臺北市,柴油/電能,小貨車,0
201811,臺北市,柴油/電能,特種車,0
201811,臺北市,柴油/電能,機車重型,0
201811,臺北市,柴油/電能,機車輕型,0
201811,臺北市,液化石油氣,大客車,0
201811,臺北市,液化石油氣,大貨車,0
201811,臺北市,液化石油氣,小客車,0
201811,臺北市,液化石油氣,小貨車,0
201811,臺北市,液化石油氣,特種車,0
201811,臺北市,液化石油氣,機車重型,0
201811,臺北市,液化石油氣,機車輕型,0
201811,臺北市,電能,大客車,2
201811,臺北市,電能,大貨車,0
201811,臺北市,電能,小客車,29
201811,臺北市,電能,小貨車,3
201811,臺北市,電能,特種車,12
201811,臺北市,電能,機車重型,447
201811,臺北市,電能,機車輕型,37
201811,臺北市,電能(增程),大客車,0
201811,臺北市,電能(增程),大貨車,0
201811,臺北市,電能(增程),小客車,1
201811,臺北市,電能(增程),小貨車,0
201811,臺北市,電能(增程),特種車,0
201811,臺北市,電能(增程),機車重型,0
201811,臺北市,電能(增程),機車輕型,0
201811,臺北市,電能/汽油,大客車,0
201811,臺北市,電能/汽油,大貨車,0
201811,臺北市,電能/汽油,小客車,8
201811,臺北市,電能/汽油,小貨車,0
201811,臺北市,電能/汽油,特種車,0
201811,臺北市,電能/汽油,機車重型,0
201811,臺北市,電能/汽油,機車輕型,0
201811,臺北市,電能/柴油,大客車,0
201811,臺北市,電能/柴油,大貨車,0
201811,臺北市,電能/柴油,小客車,0
201811,臺北市,電能/柴油,小貨車,0
201811,臺北市,電能/柴油,特種車,0
201811,臺北市,電能/柴油,機車重型,0
201811,臺北市,電能/柴油,機車輕型,0
201811,臺北市,總計,大客車,14
201811,臺北市,總計,大貨車,36
201811,臺北市,總計,小客車,5533
201811,臺北市,總計,小貨車,666
201811,臺北市,總計,特種車,107
201811,臺北市,總計,機車重型,3728
201811,臺北市,總計,機車輕型,37
201812,臺北市,汽油,大客車,0
201812,臺北市,汽油,大貨車,0
201812,臺北市,汽油,小客車,5181
201812,臺北市,汽油,小貨車,190
201812,臺北市,汽油,特種車,14
201812,臺北市,汽油,機車重型,4499
201812,臺北市,汽油,機車輕型,1
201812,臺北市,汽油(油電),大客車,0
201812,臺北市,汽油(油電),大貨車,0
201812,臺北市,汽油(油電),小客車,154
201812,臺北市,汽油(油電),小貨車,0
201812,臺北市,汽油(油電),特種車,0
201812,臺北市,汽油(油電),機車重型,0
201812,臺北市,汽油(油電),機車輕型,0
201812,臺北市,汽油/LPG,大客車,0
201812,臺北市,汽油/LPG,大貨車,0
201812,臺北市,汽油/LPG,小客車,0
201812,臺北市,汽油/LPG,小貨車,0
201812,臺北市,汽油/LPG,特種車,0
201812,臺北市,汽油/LPG,機車重型,0
201812,臺北市,汽油/LPG,機車輕型,0
201812,臺北市,汽油/電能,大客車,0
201812,臺北市,汽油/電能,大貨車,0
201812,臺北市,汽油/電能,小客車,27
201812,臺北市,汽油/電能,小貨車,0
201812,臺北市,汽油/電能,特種車,2
201812,臺北市,汽油/電能,機車重型,0
201812,臺北市,汽油/電能,機車輕型,0
201812,臺北市,柴油,大客車,19
201812,臺北市,柴油,大貨車,56
201812,臺北市,柴油,小客車,215
201812,臺北市,柴油,小貨車,266
201812,臺北市,柴油,特種車,29
201812,臺北市,柴油,機車重型,0
201812,臺北市,柴油,機車輕型,0
201812,臺北市,柴油(油電),大客車,0
201812,臺北市,柴油(油電),大貨車,0
201812,臺北市,柴油(油電),小客車,0
201812,臺北市,柴油(油電),小貨車,0
201812,臺北市,柴油(油電),特種車,17
201812,臺北市,柴油(油電),機車重型,0
201812,臺北市,柴油(油電),機車輕型,0
201812,臺北市,柴油/電能,大客車,0
201812,臺北市,柴油/電能,大貨車,0
201812,臺北市,柴油/電能,小客車,0
201812,臺北市,柴油/電能,小貨車,0
201812,臺北市,柴油/電能,特種車,0
201812,臺北市,柴油/電能,機車重型,0
201812,臺北市,柴油/電能,機車輕型,0
201812,臺北市,液化石油氣,大客車,0
201812,臺北市,液化石油氣,大貨車,0
201812,臺北市,液化石油氣,小客車,0
201812,臺北市,液化石油氣,小貨車,0
201812,臺北市,液化石油氣,特種車,0
201812,臺北市,液化石油氣,機車重型,0
201812,臺北市,液化石油氣,機車輕型,0
201812,臺北市,電能,大客車,8
201812,臺北市,電能,大貨車,0
201812,臺北市,電能,小客車,44
201812,臺北市,電能,小貨車,0
201812,臺北市,電能,特種車,0
201812,臺北市,電能,機車重型,368
201812,臺北市,電能,機車輕型,125
201812,臺北市,電能(增程),大客車,0
